distancia_km,tipo_envio,ventana_horas,volumen,fragil,frio,saturacion,prioridad
209,express,4,25,1,0,media,alta
86,express,4,11,0,0,baja,media
3588,normal,72,15,0,0,media,media
295,express,4,2,0,0,alta,alta
534,normal,8,26,1,0,alta,media
235,normal,4,37,0,0,baja,baja
102,normal,4,12,0,0,baja,baja
174,normal,4,9,1,0,alta,media
299,normal,4,21,1,1,media,media
381,normal,8,20,1,1,media,baja
142,normal,4,1,0,0,media,baja
176,normal,4,27,0,0,alta,media
3203,normal,72,29,0,0,media,media
341,express,4,26,0,1,media,alta
308,express,4,6,0,0,baja,media
98,normal,4,19,0,0,media,baja
479,express,8,21,0,0,baja,media
162,normal,4,24,0,0,alta,media
48,normal,4,38,0,1,baja,media
417,express,4,10,1,0,baja,media
370,normal,8,36,0,0,baja,baja
1647,normal,48,40,1,0,baja,baja
3060,normal,72,40,0,0,media,media
62,normal,4,25,0,0,baja,baja
339,normal,4,22,0,0,baja,baja
3556,normal,72,13,0,0,media,media
424,normal,8,21,1,1,alta,media
1627,express,48,15,1,0,baja,media
3051,normal,72,22,0,0,baja,media
1042,normal,24,31,1,0,baja,baja
336,normal,8,42,0,0,media,baja
135,normal,4,39,1,0,media,media
458,normal,8,23,0,0,alta,media
172,normal,4,21,0,0,baja,baja
449,express,8,16,0,0,baja,baja
32,express,4,20,1,0,baja,media
502,normal,8,22,1,0,baja,baja
1158,express,24,39,0,0,media,media
80,express,4,14,0,0,alta,alta
207,express,4,20,1,1,baja,alta
225,express,4,16,0,0,media,media
302,normal,4,15,0,0,media,baja
163,express,4,42,1,0,media,alta
346,normal,8,11,0,0,media,baja
256,normal,4,17,1,1,baja,media
2649,normal,48,39,0,0,alta,alta
94,normal,4,41,0,0,baja,baja
515,express,8,30,0,1,baja,media
1843,normal,48,14,0,0,alta,media
165,normal,4,18,0,0,media,baja
263,normal,4,44,0,0,baja,baja
562,express,8,33,0,0,media,media
1642,normal,48,21,0,1,baja,baja
188,normal,4,13,0,1,media,media
289,express,4,11,1,0,baja,media
4095,express,72,9,0,0,alta,alta
2761,normal,72,6,0,0,media,media
66,express,4,17,0,0,baja,media
1180,normal,24,7,0,0,media,baja
1193,normal,24,17,1,0,media,baja
1621,express,24,24,0,0,media,media
3026,express,48,27,1,0,baja,alta
4002,normal,72,30,0,0,baja,media
3935,normal,72,41,0,0,alta,alta
1089,normal,24,11,1,0,baja,baja
1414,express,24,41,0,0,alta,alta
597,normal,8,28,1,0,baja,baja
494,normal,8,17,0,0,baja,baja
994,normal,24,13,0,1,media,baja
1228,normal,48,6,0,0,media,baja
1140,normal,24,17,0,0,media,baja
1248,express,24,20,0,0,media,media
1065,normal,24,11,1,1,media,media
191,normal,4,21,0,0,media,media
564,normal,8,12,0,0,alta,baja
58,normal,4,14,0,0,media,baja
2654,normal,72,7,0,1,media,media
94,normal,4,14,1,0,media,media
1094,normal,24,39,0,1,media,media
183,normal,4,18,0,0,baja,baja
143,normal,4,7,1,0,baja,baja
1496,normal,48,14,0,0,alta,media
4016,express,48,9,0,0,media,alta
205,normal,4,31,0,0,alta,media
235,normal,4,25,0,0,media,media
371,normal,8,31,0,0,baja,baja
702,normal,24,31,0,0,media,baja
248,normal,4,19,0,1,media,media
174,normal,4,12,0,0,baja,baja
61,normal,4,34,0,0,alta,media
496,normal,8,36,0,0,baja,baja
408,express,8,48,0,0,alta,alta
3161,normal,72,10,0,0,alta,media
481,normal,8,8,0,0,media,baja
558,normal,8,11,0,0,alta,baja
194,express,4,17,0,0,alta,alta
1508,express,24,20,0,0,baja,media
328,express,4,31,1,0,baja,alta
201,express,4,6,1,0,baja,media
434,normal,8,29,0,0,media,baja
505,normal,8,29,0,1,media,baja
1493,express,24,18,0,0,baja,media
112,express,4,9,0,0,alta,alta
362,normal,4,21,1,0,baja,media
127,express,4,12,0,0,baja,media
102,express,4,20,1,0,media,alta
128,express,4,6,1,0,baja,media
1476,normal,24,14,0,0,alta,media
195,express,4,14,0,0,media,media
4018,normal,72,32,0,0,alta,alta
508,express,8,14,1,0,media,media
351,normal,8,4,0,0,baja,baja
55,normal,4,17,0,0,media,baja
348,normal,4,14,0,1,media,media
367,normal,8,29,0,0,baja,baja
591,normal,8,22,0,0,baja,baja
380,normal,8,29,1,0,baja,baja
41,express,4,34,1,0,baja,alta
619,express,8,5,1,0,media,media
1111,express,24,6,1,0,baja,media
734,normal,24,14,0,0,baja,baja
401,normal,8,9,1,0,baja,baja
376,normal,4,24,0,0,media,media
187,normal,4,15,0,1,media,media
641,normal,24,32,0,0,media,baja
102,normal,4,11,1,1,baja,media
114,normal,4,15,0,0,baja,baja
419,normal,8,18,0,0,media,baja
1113,normal,24,30,0,0,baja,baja
451,normal,8,21,1,0,alta,media
4027,normal,72,14,0,0,baja,baja
405,normal,8,15,0,0,media,baja
1430,normal,48,18,0,0,baja,baja
638,normal,8,15,0,0,baja,baja
3234,normal,72,11,0,0,media,media
197,express,4,11,1,0,media,alta
1605,normal,48,24,0,0,baja,baja
479,express,8,4,0,0,media,media
103,normal,4,37,0,0,media,media
1387,normal,48,13,1,1,alta,media
1711,express,24,17,1,1,baja,media
564,normal,8,34,0,0,baja,baja
931,normal,24,21,0,0,baja,baja
1844,normal,48,23,0,0,media,baja
910,normal,24,17,1,0,baja,baja
631,express,8,24,1,0,baja,media
119,express,4,19,1,0,baja,media
97,normal,4,13,0,0,media,baja
444,normal,8,13,0,0,baja,baja
1350,express,24,14,1,0,alta,alta
962,express,8,4,1,0,alta,alta
50,express,4,40,1,0,alta,alta
2398,express,48,23,0,0,media,alta
143,normal,4,20,0,0,alta,media
409,normal,8,40,0,0,media,baja
2142,express,48,21,1,0,baja,alta
135,normal,4,13,0,0,media,baja
63,express,4,18,0,0,baja,media
3830,normal,72,8,0,0,baja,baja
126,normal,4,23,1,0,baja,media
3083,normal,72,24,0,0,baja,media
153,normal,4,28,0,1,media,media
578,normal,24,23,0,0,baja,baja
281,normal,4,20,0,0,media,baja
1549,express,24,18,0,0,baja,media
136,normal,4,12,0,0,alta,media
2955,normal,72,31,0,0,baja,media
40,normal,4,6,0,0,alta,media
249,normal,4,18,0,0,baja,baja
448,normal,8,11,0,1,alta,media
1213,normal,24,8,0,0,media,baja
501,express,8,16,0,0,baja,baja
1034,normal,24,18,1,0,alta,media
1017,normal,24,12,0,1,media,baja
1725,normal,48,30,0,0,media,baja
605,normal,24,20,1,0,baja,baja
291,normal,4,33,1,0,baja,media
296,normal,4,14,0,0,baja,baja
644,express,8,16,0,0,media,media
126,express,4,9,0,0,media,media
2250,express,48,28,1,0,baja,alta
121,normal,4,3,1,1,media,media
487,normal,8,8,1,0,baja,baja
1256,express,24,5,0,0,baja,media
116,express,4,11,1,0,baja,media
117,normal,4,16,0,0,baja,baja
498,normal,8,25,1,0,baja,baja
562,normal,24,12,1,0,media,baja
1242,normal,24,20,0,0,alta,media
167,normal,4,26,0,0,alta,media
235,normal,4,16,1,0,baja,baja
1160,express,24,7,0,0,media,media
1571,express,24,19,0,1,baja,media
3566,express,72,9,0,0,alta,alta
126,normal,4,33,1,0,baja,media
524,normal,8,7,0,0,baja,baja
1002,normal,24,3,0,0,media,baja
146,normal,4,14,0,0,media,baja
3774,express,72,14,0,0,alta,alta
271,normal,4,31,1,0,alta,alta
380,express,4,10,1,0,baja,media
1172,normal,24,15,0,0,media,baja
532,express,8,30,1,0,baja,media
572,normal,8,23,0,0,alta,media
275,normal,4,30,1,0,baja,media
326,normal,4,24,0,0,baja,baja
150,normal,4,27,0,0,media,media
1373,express,24,23,0,0,alta,alta
175,express,4,5,0,0,baja,media
431,normal,8,12,0,0,media,baja
132,express,4,36,1,0,baja,alta
478,normal,8,27,0,0,baja,baja
240,normal,4,16,0,0,baja,baja
265,normal,4,9,0,0,baja,baja
538,normal,8,11,1,0,media,baja
265,normal,4,18,0,1,media,media
651,normal,24,13,0,0,baja,baja
279,normal,4,20,0,1,alta,media
284,normal,4,13,1,0,media,media
295,normal,4,41,0,0,baja,baja
200,normal,4,13,0,0,baja,baja
238,normal,4,20,0,0,alta,media
506,normal,8,13,0,0,baja,baja
223,express,4,9,0,0,baja,media
456,normal,8,4,1,0,baja,baja
3142,express,72,24,0,1,alta,alta
415,express,8,23,1,1,alta,alta
645,express,8,10,1,0,alta,alta
107,express,4,17,0,1,media,alta
369,express,4,10,0,0,media,media
499,express,8,8,0,0,baja,baja
262,express,4,32,0,0,baja,media
198,express,4,30,0,0,media,alta
1625,express,24,8,0,0,alta,alta
156,normal,4,33,1,0,baja,media
4004,normal,72,44,0,0,baja,media
541,express,8,9,0,1,baja,media
1551,normal,48,28,0,0,baja,baja
644,express,8,17,0,0,baja,baja
536,normal,8,31,1,0,baja,baja
1331,normal,24,17,1,0,media,baja
282,normal,4,29,0,1,baja,media
543,express,8,9,0,0,baja,baja
3110,normal,72,29,0,0,baja,media
564,normal,8,10,0,0,baja,baja
269,express,4,19,0,1,alta,alta
144,normal,4,7,1,1,baja,media
3006,normal,72,17,0,0,media,media
373,normal,8,17,0,0,media,baja
197,normal,4,39,0,1,media,media
604,normal,8,9,0,0,baja,baja
141,normal,4,20,0,0,baja,baja
2771,normal,72,6,1,0,media,media
1751,normal,48,22,1,0,alta,media
384,normal,8,33,1,0,alta,media
575,normal,8,9,0,0,baja,baja
39,normal,4,13,1,0,media,media
812,normal,24,37,0,0,alta,media
1198,normal,24,34,0,0,baja,baja
174,normal,4,31,0,1,baja,media
4138,normal,72,8,1,0,baja,media
210,normal,4,14,0,0,alta,media
97,normal,4,35,1,0,alta,alta
3560,normal,72,6,1,0,baja,media
435,normal,8,10,0,0,baja,baja
1556,express,48,18,1,0,media,media
531,express,8,12,0,1,baja,media
212,normal,4,15,1,0,media,media
151,express,4,15,0,0,baja,media
1656,normal,48,41,0,0,baja,baja
914,normal,24,41,1,0,baja,baja
109,normal,4,20,0,1,alta,media
312,normal,8,23,1,0,baja,baja
1137,normal,24,15,0,0,alta,media
249,express,4,19,0,0,alta,alta
162,express,4,18,0,0,alta,alta
107,normal,4,33,0,0,baja,baja
416,normal,8,15,1,0,alta,media
298,normal,4,16,0,0,baja,baja
3549,normal,72,7,0,0,baja,baja
111,normal,4,4,0,0,baja,baja
142,normal,4,24,1,0,alta,alta
203,normal,4,10,0,0,alta,media
2862,express,48,11,0,0,baja,media
1619,express,24,35,0,0,baja,media
132,normal,4,20,1,0,alta,media
168,normal,4,38,0,1,baja,media
109,normal,4,7,0,0,baja,baja
699,normal,8,28,0,0,baja,baja
266,express,4,23,0,1,media,alta
90,express,4,17,1,0,alta,alta
462,normal,8,6,0,0,media,baja
518,normal,8,7,0,0,baja,baja
109,express,4,43,0,0,baja,media
224,normal,4,11,1,0,baja,baja
60,normal,4,28,0,0,baja,baja
128,normal,4,28,1,0,baja,media
273,express,4,15,1,0,media,alta
199,express,4,9,0,0,baja,media
148,normal,4,39,1,0,baja,media
1094,express,24,7,1,0,media,media
1839,normal,48,40,1,0,media,media
596,normal,8,12,0,0,alta,baja
99,express,4,9,0,0,baja,media
113,normal,4,37,0,0,baja,baja
60,normal,4,6,0,0,baja,baja
387,normal,8,3,0,0,alta,baja
67,normal,4,24,0,0,alta,media
85,normal,4,13,0,0,media,baja
539,normal,8,9,1,0,media,baja
101,normal,4,30,0,0,baja,baja
584,express,8,8,0,0,media,media
1360,normal,24,20,1,0,alta,media
25,express,4,7,0,0,baja,media
345,express,4,6,1,0,baja,media
3549,normal,72,29,0,0,media,media
110,express,4,9,1,0,baja,media
313,normal,4,1,1,1,baja,media
185,normal,4,17,0,0,baja,baja
2632,express,48,24,0,0,baja,alta
3785,express,72,6,0,0,baja,media
1034,express,24,19,0,1,alta,alta
87,normal,4,18,0,0,baja,baja
227,normal,4,14,0,0,baja,baja
166,normal,4,14,1,0,baja,baja
1741,express,24,31,0,0,alta,alta
68,normal,4,23,0,0,baja,baja
1464,normal,48,31,0,0,media,baja
515,express,8,22,1,0,baja,media
162,normal,4,7,0,0,baja,baja
507,normal,8,29,0,0,alta,media
180,normal,4,40,1,0,baja,media
2503,express,48,11,0,0,baja,media
309,express,4,9,0,0,baja,media
316,normal,4,9,0,1,baja,baja
3423,normal,72,7,0,1,media,media
341,normal,8,23,1,0,media,baja
44,normal,4,18,0,0,alta,media
1126,normal,24,10,1,0,baja,baja
618,normal,8,23,0,0,baja,baja
413,normal,8,37,0,0,baja,baja
564,express,8,15,1,0,alta,alta
114,normal,4,11,0,0,baja,baja
90,normal,4,42,0,1,baja,media
347,normal,8,26,1,0,baja,baja
135,normal,4,9,0,0,alta,media
745,normal,8,9,0,0,baja,baja
362,normal,8,5,0,0,alta,baja
207,normal,4,27,1,0,baja,media
209,express,4,13,0,0,baja,media
156,normal,4,9,1,0,alta,media
275,express,4,10,1,1,baja,alta
721,normal,8,10,1,0,baja,baja
1844,normal,48,17,1,1,alta,media
2919,normal,48,8,0,0,baja,baja
583,normal,8,9,0,0,baja,baja
2470,express,48,12,0,0,baja,media
383,express,4,10,0,0,media,media
693,normal,24,4,0,1,baja,baja
1207,normal,24,3,0,1,media,baja
634,normal,8,18,0,0,media,baja
91,normal,4,25,0,0,baja,baja
507,normal,8,17,1,0,baja,baja
1451,normal,48,10,1,0,media,baja
473,normal,8,16,1,1,baja,baja
155,normal,4,34,0,0,baja,baja
108,normal,4,35,1,0,media,media
3765,normal,72,11,0,0,media,media
143,normal,4,9,0,0,media,baja
134,normal,4,6,1,0,alta,media
2506,express,48,21,1,1,alta,alta
885,express,8,23,1,0,media,alta
1218,normal,48,9,0,0,baja,baja
1524,normal,48,20,0,0,baja,baja
81,normal,4,21,1,1,media,media
1230,express,24,22,0,0,alta,alta
319,normal,4,20,1,0,media,media
330,normal,4,32,0,0,baja,baja
176,express,4,6,1,0,baja,media
3969,normal,72,39,0,0,baja,media
416,express,4,16,0,0,media,media
303,express,4,31,0,0,media,alta
946,express,8,8,1,1,baja,media
3750,express,72,32,0,0,baja,alta
1200,normal,24,8,0,1,media,baja
1767,normal,48,25,0,0,baja,baja
3166,normal,72,27,0,0,media,media
433,normal,8,27,1,0,baja,baja
574,express,8,10,0,0,baja,baja
135,normal,4,16,1,0,media,media
272,express,4,14,0,1,alta,alta
598,express,8,25,0,0,baja,media
1770,normal,48,36,1,0,media,media
273,normal,4,24,1,0,media,media
492,normal,8,22,0,0,baja,baja
293,normal,8,11,0,0,baja,baja
1173,normal,24,32,0,1,baja,baja
169,express,4,20,0,1,alta,alta
259,express,4,6,0,0,media,media
324,normal,4,15,0,0,alta,media
618,express,8,6,0,0,baja,baja
383,normal,8,38,0,0,media,baja
433,normal,8,11,0,0,alta,baja
2984,normal,72,16,1,0,baja,media
1441,express,24,17,0,0,alta,alta
131,normal,4,15,1,0,media,media
401,normal,8,17,1,0,media,baja
1567,normal,48,23,0,0,baja,baja
3064,express,48,10,1,0,media,alta
1672,normal,48,10,0,1,baja,baja
99,normal,4,8,0,0,baja,baja
3081,express,48,16,0,1,media,alta
165,normal,4,16,1,0,alta,media
281,normal,4,16,0,0,baja,baja
1233,normal,24,5,0,1,baja,baja
38,normal,4,12,0,0,baja,baja
515,normal,8,8,1,0,baja,baja
2297,normal,48,45,0,1,baja,media
73,normal,4,31,0,0,media,media
380,express,4,10,0,0,baja,media
3554,normal,72,28,0,1,alta,alta
1462,normal,24,10,1,0,baja,baja
1732,normal,48,14,0,1,alta,media
337,express,4,23,0,0,alta,alta
1516,normal,48,20,0,0,baja,baja
242,express,4,12,0,0,baja,media
3817,normal,72,26,1,0,alta,alta
372,normal,8,6,0,0,baja,baja
110,normal,4,25,1,0,media,media
519,normal,8,40,1,0,baja,baja
1669,normal,48,6,1,0,baja,baja
580,normal,8,13,0,0,baja,baja
210,normal,4,16,0,0,baja,baja
154,normal,4,36,0,0,baja,baja
1154,normal,24,15,0,0,media,baja
283,normal,4,13,1,1,baja,media
1636,normal,48,5,0,0,media,baja
497,normal,8,12,1,1,alta,media
1693,normal,48,23,0,0,media,baja
396,express,4,16,0,0,baja,media
1275,normal,24,23,0,0,media,baja
247,normal,4,17,1,0,baja,baja
179,normal,4,40,0,1,baja,media
592,normal,24,26,0,0,baja,baja
403,normal,8,17,0,0,media,baja
332,normal,8,22,0,0,alta,media
61,normal,4,16,0,1,baja,baja
1231,normal,24,11,1,0,media,baja
243,normal,4,5,0,0,baja,baja
280,normal,4,13,0,0,media,baja
1479,normal,48,12,0,0,alta,media
3290,normal,72,17,1,1,baja,media
890,express,8,24,0,0,baja,media
598,normal,8,12,0,0,baja,baja
1748,normal,48,7,1,0,baja,baja
1481,express,24,16,0,0,alta,alta
182,normal,4,16,1,0,media,media
218,normal,4,9,1,0,alta,media
421,normal,8,8,0,0,baja,baja
1235,normal,24,11,0,0,media,baja
1677,express,24,19,0,1,alta,alta
582,normal,8,17,0,0,baja,baja
1710,express,48,33,1,0,baja,media
321,normal,4,22,0,0,alta,media
168,normal,4,17,0,0,media,baja
114,express,4,11,1,0,baja,media
608,normal,24,12,1,0,baja,baja
1237,normal,24,5,1,0,baja,baja
253,express,4,29,1,0,media,alta
304,normal,8,25,0,0,media,baja
308,express,4,35,1,0,baja,alta
1177,normal,24,27,1,0,media,media
102,normal,4,39,1,1,media,media
507,express,8,4,0,1,alta,alta
1932,normal,48,12,0,0,media,baja
71,normal,4,13,0,0,media,baja
331,express,4,7,0,0,alta,alta
66,normal,4,15,0,0,alta,media
63,normal,4,19,1,0,baja,baja
493,express,8,4,0,1,media,media
426,normal,8,22,0,0,baja,baja
1157,express,24,7,0,0,baja,media
130,express,4,18,0,1,media,alta
3254,express,72,30,0,0,alta,alta
251,express,4,10,0,0,baja,media
373,normal,8,8,0,0,alta,baja
1187,express,24,12,0,0,media,media
173,normal,4,12,1,0,baja,baja
362,express,4,18,1,0,media,alta
211,normal,4,8,0,0,media,baja
454,normal,8,9,0,0,baja,baja
245,normal,4,24,0,0,baja,baja
464,normal,8,9,0,0,alta,baja
994,express,24,15,0,0,baja,media
85,express,4,40,0,0,media,alta
3830,normal,72,32,0,0,baja,media
354,normal,8,30,0,0,media,baja
3307,normal,72,34,0,0,media,media
356,normal,8,11,0,0,media,baja
1685,normal,48,33,0,0,media,baja
116,express,4,12,0,0,baja,media
2926,normal,72,5,0,0,baja,baja
657,normal,24,18,0,0,alta,baja
280,normal,4,8,1,0,baja,baja
378,normal,8,32,0,0,alta,media
635,express,8,27,0,0,baja,media
53,normal,4,6,0,0,alta,media
129,normal,4,11,0,0,media,baja
503,normal,8,13,0,0,media,baja
1197,normal,24,3,1,0,baja,baja
271,normal,4,7,0,0,media,baja
662,normal,24,8,0,0,baja,baja
262,express,4,26,1,0,baja,alta
4072,normal,72,26,1,0,baja,media
423,express,4,3,0,0,baja,media
335,normal,8,15,1,0,alta,media
3154,express,72,40,0,0,baja,alta
86,express,4,7,1,0,media,alta
1224,normal,24,4,0,0,baja,baja
91,express,4,43,0,0,baja,media
534,normal,8,25,0,0,media,baja
1358,normal,48,17,0,1,media,baja
92,express,4,11,0,0,baja,media
431,express,8,2,0,1,media,media
162,express,4,28,1,0,media,alta
302,normal,4,9,1,0,baja,baja
1803,normal,48,21,1,0,alta,media
220,express,4,7,0,0,baja,media
213,express,4,19,0,0,baja,media
736,normal,24,27,1,0,alta,media
331,express,4,24,1,0,baja,alta
219,express,4,31,0,0,baja,media
348,normal,8,14,0,0,baja,baja
3428,normal,72,6,1,0,baja,media
125,express,4,29,0,0,alta,alta
1531,normal,48,15,0,1,baja,baja
1374,normal,48,13,0,0,media,baja
214,normal,4,12,0,1,media,media
190,express,4,46,1,1,alta,alta
583,normal,8,3,1,0,baja,baja
420,normal,8,29,1,0,baja,baja
499,normal,8,14,0,1,baja,baja
516,normal,8,20,0,0,alta,baja
122,express,4,15,1,0,media,alta
1132,normal,24,4,1,0,baja,baja
970,normal,24,7,1,0,media,baja
2521,normal,48,12,1,0,alta,alta
343,normal,4,17,0,0,media,baja
97,express,4,5,0,0,media,media
66,normal,4,26,0,0,baja,baja
207,normal,4,6,1,0,media,media
199,normal,4,18,1,0,baja,baja
2933,express,48,40,1,0,baja,alta
501,express,8,24,0,1,media,media
478,normal,8,6,0,1,baja,baja
1173,express,24,30,0,0,baja,media
125,express,4,19,1,0,baja,media
331,normal,8,10,0,0,alta,baja
463,normal,8,23,0,1,baja,baja
1427,express,24,13,1,0,baja,media
3047,normal,72,9,0,0,alta,media
1603,normal,48,23,0,0,alta,media
25,express,4,35,0,0,baja,media
37,normal,4,39,1,1,baja,media
153,normal,4,4,1,0,media,media
3672,normal,72,29,0,1,alta,alta
48,normal,4,20,0,0,baja,baja
154,normal,4,44,0,0,baja,baja
122,normal,4,29,0,0,baja,baja
219,normal,4,6,1,0,baja,baja
461,express,8,34,0,0,baja,media
145,normal,4,12,1,0,media,media
3136,normal,72,36,0,0,media,media
1739,normal,48,35,0,0,media,baja
476,normal,8,31,0,0,baja,baja
1378,express,24,8,0,1,baja,media
1064,normal,24,9,1,0,media,baja
1485,normal,48,8,0,0,baja,baja
1584,normal,48,33,0,1,baja,baja
1146,express,24,21,0,0,baja,media
436,normal,8,8,1,0,baja,baja
76,normal,4,9,1,0,baja,baja
2924,express,48,14,1,0,baja,alta
576,normal,8,25,1,0,alta,media
621,normal,8,11,0,1,baja,baja
231,normal,4,13,1,0,alta,media
677,express,8,33,1,0,media,media
241,express,4,30,1,0,baja,alta
1344,express,24,6,0,0,baja,media
257,express,4,5,1,1,alta,alta
1512,normal,48,37,1,0,baja,baja
195,normal,4,5,1,0,baja,baja
2621,express,48,9,0,1,baja,alta
1319,express,24,40,0,1,alta,alta
699,normal,24,11,0,0,baja,baja
588,normal,8,25,0,0,baja,baja
146,normal,4,29,1,0,baja,media
250,normal,4,16,1,0,baja,baja
99,express,4,29,1,0,media,alta
290,normal,4,20,0,0,alta,media
413,normal,8,28,0,0,media,baja
2484,normal,48,8,1,0,baja,media
509,express,8,19,0,0,baja,baja
589,normal,24,7,0,0,baja,baja
117,normal,4,5,0,0,media,baja
919,normal,24,20,1,0,alta,media
1498,express,24,12,1,0,baja,media
484,normal,8,20,1,0,alta,media
179,normal,4,4,0,0,baja,baja
320,normal,4,14,1,1,alta,alta
3632,normal,72,22,0,1,media,media
1851,normal,48,2,1,0,baja,baja
1231,express,24,18,0,0,media,media
579,express,8,30,0,0,media,media
181,normal,4,17,0,0,media,baja
185,normal,4,5,0,0,baja,baja
2909,normal,48,6,0,0,baja,baja
1505,normal,48,24,0,1,baja,baja
568,express,8,32,0,1,alta,alta
3846,normal,72,10,0,0,baja,baja
163,normal,4,10,0,0,alta,media
275,normal,4,17,1,0,media,media
1274,express,24,15,0,0,alta,alta
1452,normal,48,12,0,0,media,baja
1310,normal,24,28,1,0,alta,media
1582,normal,48,16,1,1,media,media
162,normal,4,8,0,0,alta,media
740,normal,24,17,0,0,media,baja
2957,express,48,16,0,1,alta,alta
106,normal,4,12,1,0,baja,baja
2694,normal,48,23,0,1,baja,media
70,normal,4,16,0,0,media,baja
367,normal,8,17,0,1,baja,baja
351,express,4,12,0,0,baja,media
579,normal,8,31,0,0,alta,media
191,normal,4,36,1,0,baja,media
224,express,4,32,1,0,media,alta
400,normal,8,28,0,0,baja,baja
2356,normal,48,12,1,1,alta,alta
3053,normal,72,6,0,1,baja,media
1774,express,48,31,0,0,media,media
1100,normal,24,24,0,0,baja,baja
633,normal,8,27,0,0,baja,baja
4304,normal,72,7,1,0,baja,media
287,normal,4,8,1,0,baja,baja
344,normal,8,10,0,0,media,baja
1280,normal,48,13,1,0,baja,baja
93,normal,4,12,0,1,media,media
128,normal,4,9,0,0,alta,media
626,normal,8,12,0,0,baja,baja
432,normal,8,28,1,0,baja,baja
314,normal,4,13,0,0,baja,baja
102,normal,4,16,1,1,baja,media
362,express,4,25,0,0,baja,media
540,normal,8,20,0,0,media,baja
298,normal,4,38,1,0,media,media
1296,normal,24,10,1,0,baja,baja
311,normal,8,18,0,0,media,baja
192,normal,4,25,1,0,baja,media
453,normal,8,29,0,1,alta,media
735,normal,24,39,1,1,alta,media
297,normal,4,41,0,0,baja,baja
196,normal,4,21,0,0,media,media
1025,normal,24,5,0,0,baja,baja
61,normal,4,10,1,0,media,media
1512,normal,48,28,0,0,media,baja
998,express,24,6,0,0,alta,alta
1191,express,24,9,0,0,baja,media
199,normal,4,11,0,0,media,baja
391,express,4,6,0,0,baja,media
478,normal,8,23,1,0,baja,baja
418,normal,8,14,0,0,alta,baja
125,normal,4,14,0,0,baja,baja
273,express,4,30,0,0,media,alta
176,express,4,14,0,0,alta,alta
3490,normal,72,36,0,0,baja,media
569,normal,24,21,1,1,media,media
1020,normal,24,42,1,0,baja,baja
524,normal,8,17,0,1,baja,baja
260,normal,4,8,0,0,media,baja
357,normal,8,30,1,0,baja,baja
373,normal,8,32,0,0,baja,baja
627,normal,24,31,0,0,alta,media
119,normal,4,36,0,0,media,media
101,normal,4,5,0,0,baja,baja
409,normal,8,18,1,0,media,baja
348,normal,4,11,0,0,baja,baja
2966,express,48,30,1,0,baja,alta
2424,normal,72,23,1,0,alta,alta
513,normal,8,19,1,1,baja,baja
1781,normal,48,10,0,0,media,baja
606,normal,8,27,1,0,baja,baja
121,normal,4,10,0,0,baja,baja
283,express,4,41,0,1,baja,alta
3781,normal,72,41,0,0,baja,media
338,normal,8,15,0,0,media,baja
468,normal,8,13,1,0,baja,baja
126,normal,4,10,0,0,baja,baja
1429,express,24,47,0,1,baja,media
1626,normal,48,3,1,0,baja,baja
433,express,8,25,0,0,media,media
381,express,4,28,0,1,baja,alta
766,normal,24,12,0,0,media,baja
552,express,8,40,0,0,baja,media
384,normal,8,38,1,0,alta,media
154,normal,4,6,0,0,baja,baja
1389,normal,48,36,0,0,alta,media
1129,express,24,10,1,0,alta,alta
1049,normal,24,29,1,0,baja,baja
1708,express,24,10,0,0,baja,media
115,normal,4,21,0,0,media,media
360,normal,8,37,1,0,media,baja
1429,normal,48,23,0,0,baja,baja
467,express,8,23,0,0,media,media
381,express,4,26,1,0,media,alta
156,express,4,15,0,0,media,media
179,normal,4,27,1,0,baja,media
1240,express,24,16,0,1,baja,media
573,normal,8,6,1,0,alta,media
541,express,8,31,0,0,baja,media
1070,normal,24,15,0,0,baja,baja
2489,normal,48,47,0,0,media,media
44,normal,4,9,1,0,alta,media
227,express,4,9,1,0,baja,media
116,normal,4,25,0,0,media,media
3363,express,48,2,0,0,alta,alta
233,normal,4,22,1,0,alta,alta
106,normal,4,45,0,1,media,media
24,normal,4,30,0,0,baja,baja
306,normal,4,4,0,0,media,baja
263,express,4,22,0,0,baja,media
2449,normal,72,27,0,0,baja,media
249,express,4,19,1,1,baja,alta
138,express,4,14,0,0,baja,media
234,express,4,7,0,0,baja,media
3310,normal,72,25,0,0,media,media
288,express,4,7,1,0,baja,media
1307,normal,24,11,0,0,baja,baja
309,normal,8,27,1,0,baja,baja
252,normal,4,20,0,1,baja,baja
96,normal,4,17,0,0,baja,baja
1298,normal,24,39,0,0,media,baja
1315,express,24,37,1,0,baja,media
413,express,4,17,0,0,alta,alta
489,normal,8,25,0,0,media,baja
1477,express,24,42,0,0,alta,alta
3385,express,72,18,0,0,media,alta
195,normal,4,17,0,0,baja,baja
458,express,8,10,0,0,media,media
283,normal,4,38,1,0,media,media
208,normal,4,10,0,1,media,media
118,express,4,24,0,0,baja,media
630,normal,24,22,0,0,baja,baja
216,express,4,28,1,0,baja,alta
454,normal,8,20,0,0,media,baja
329,normal,8,20,0,0,baja,baja
209,normal,4,28,1,0,alta,alta
238,normal,4,19,0,0,baja,baja
175,express,4,14,1,0,baja,media
1496,express,24,6,1,0,baja,media
324,normal,8,28,0,0,media,baja
2849,normal,48,36,1,0,baja,media
98,normal,4,7,0,0,baja,baja
